编号,期刊,年份,卷,期,题目,作者,作者机构,页数,主题词,分类-Q,分类-G,分类-D,分类-K,分类,duplicate_group,canonical_pid,analysis_included
486,中国法学,2021,,2,死刑案件量刑阶段的轻刑推定原则,姚莉[1],[1]中南财经政法大学法学院,17,死刑量刑;无罪推定;轻刑推定;程序正义,刑法学,刑法学,刑法学,刑法学,刑法学,,486,yes
487,中国法学,2018,,2,死刑适用的规范论标准,冯军,中国人民大学刑事法律科学研究中心,18,死刑适用标准;规范论;罪行极其严重,刑法学,刑法学,刑法学,刑法学,刑法学,,487,yes
488,中国法学,2016,,2,比例原则在民法上的适用及展开,郑晓剑,厦门大学法学院,23,比例原则;私法自治;完全赔偿;禁治产制度,民商法学,民商法学,民商法学,民商法学,民商法学,,488,yes
489,中国法学,2017,,5,比例原则的普遍化与基本权利的性质,陈景辉,中国政法大学,24,比例原则 基本权利 权利冲突 公共福祉,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,,489,yes
490,中国法学,2022,000,6,比例原则的法理属性及其私法适用,于柏华[1],[1]浙江工商大学法学院,22,比例原则;价值平衡;三要素比例原则;一要素比例原则;私法,民商法学,民商法学,民商法学,民商法学,民商法学,,490,yes
491,中国法学,2021,0,6,民事二审不开庭审理的反思与修正,段文波[1],[1]西南政法大学,19,续审制;书面审;直接主义;口头辩论;法庭调查,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,491,yes
492,中国法学,2024,000,2,民事再审之诉“二阶化构造”的程序重塑,段文波[1],[1]西南政法大学比较民事诉讼法研究中心,21,民事再审之诉;再审启动审查;本案再审理;审级职能定位改革,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,492,yes
493,中国法学,2023,000,2,民事救济规范竞争关系的协调,李世刚[1],[1]复旦大学法学院,20,法条竞合说;请求权竞合;请求权;民事责任;法律职业共同体,刑法学,刑法学,刑法学,刑法学,刑法学,,493,yes
494,中国法学,2023,000,1,民事案件事实形成中的方法论命题,王雷[1],[1]中国政法大学民商经济法学院,22,案件事实的形成;民法学方法论;双阶层司法三段论;民法证据规范,民商法学,民商法学,民商法学,民商法学,民商法学,,494,yes
495,中国法学,2022,000,2,民事禁令程序构建原理,吴英姿[1],[1]南京大学法学院,21,民事禁令程序;略式程序;表面证据;人格权禁令;知识产权禁令,知识产权法学,民商法学,诉讼法学,诉讼法学,诉讼法学,,495,yes
496,中国法学,2016,,4,民事证明责任分配的实质性原则,胡东海,中南财经政法大学法学院,16,民事证明责任分配;实质性原则;表见代理;善意要件,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,496,yes
497,中国法学,2018,,1,民事诉讼法适用中的证明责任,李浩,南京师范大学法学院,19,公正司法;证明责任;要件事实;分配原则,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,497,yes
498,中国法学,2018,,1,民事诉讼的社会化,王福华,上海财经大学法学院,25,诉讼社会化;诉讼模式;职权主义;当事人主义,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,498,yes
499,中国法学,2020,,3,民事诉讼证据失权制度的衰落与重建,吴泽勇[1],[1]华东师范大学法学院,21,举证时限;证据失权;罚款;集中审理,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,499,yes
500,中国法学,2020,,3,民事非法证据排除的规范解释与实务观察,周翠[1],[1]浙江大学光华法学院,21,非法证据排除;证据禁止;证据收集;证据评价,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,500,yes
501,中国法学,2022,000,6,民刑共治：中国式现代犯罪治理新模式,刘艳红[1],[1]中国政法大学刑事司法学院,20,民刑共治;刑治;犯罪治理;中国式法治现代化,刑法学,刑法学,刑法学,刑法学,刑法学,,501,yes
502,中国法学,2023,000,1,民刑关系问题重述：基于义务违反的视角,时延安[1],[1]中国人民大学法学院,22,民刑关系;民事义务违反;刑事违法性;刑法解释,刑法学,刑法学,刑法学,刑法学,刑法学,,502,yes
503,中国法学,2023,000,3,民法典人格利益合理使用一般条款研究,姜战军[1],[1]华中科技大学法学院,21,《民法典》第999条;人格利益合理使用;一般条款;新闻报道;舆论监督,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,503,yes
504,中国法学,2020,,4,民法典人格权编的亮点与创新,"王利明[1,2]","[1]中国人民大学法学院,中国人民大学民商事法律科学研究中心;[2]中国法学会民法典编纂项目领导小组",21,民法典人格权编;人格尊严;禁令制度,民商法学,民商法学,民商法学,民商法学,民商法学,,504,yes
505,中国法学,2017,,3,民法典制定中的国家与国库问题研究,袁治杰,北京师范大学法学院,20,国家;国库;国库理论;民法典,民商法学,民商法学,民商法学,民商法学,民商法学,,505,yes
506,中国法学,2021,0,1,民法典意义的法理诠释,陈金钊,华东政法大学法律方法研究院,20,民法典;法理思维;法律解释;体系思维;法律自主,民商法学,民商法学,民商法学,民商法学,民商法学,,506,yes
507,中国法学,2023,000,2,民法典整体贯彻绿色理念模式研究,徐国栋[1],[1]厦门大学,23,绿色原则;斯德哥尔摩宣言;大生态法模式;节约资源;弥散利益;集体关联权,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,,507,yes
508,中国法学,2022,000,6,民法典时代的法治政府建设转型,王青斌[1],[1]中国政法大学法治政府研究院,23,民法典;法治政府建设;转型;依法行政,民商法学,民商法学,民商法学,民商法学,民商法学,,508,yes
509,中国法学,2016,,4,民法典的编纂与商事立法,赵旭东,中国政法大学民商经济法学院,15,民法典立法;商事立法;商法通则;民商合一;民商分立,民商法学,民商法学,民商法学,民商法学,民商法学,,509,yes
510,中国法学,2016,,4,民法典编纂与雇佣（劳动）合同规则,谢增毅,中国社会科学院法学研究所,19,民法典;雇佣合同;劳动合同,民商法学,民商法学,民商法学,民商法学,民商法学,,510,yes
511,中国法学,2016,,4,民法典编纂中商事主体立法定位的路径选择,肖海军,湖南大学法学院,18,民法典立法;商事主体;营业;民法总则;商事特别法,民商法学,民商法学,民商法学,民商法学,民商法学,,511,yes
512,中国法学,2017,,1,民法典编纂中的立法语言规范化,朱涛,重庆邮电大学法学院,19,民法典;立法语言;规范化,民商法学,民商法学,民商法学,民商法学,民商法学,,512,yes
513,中国法学,2019,,4,民法典编纂视野下的个人信息保护,程啸[1],[1]清华大学法学院,18,民法典编纂;个人信息保护;人格权编;隐私权,数字法学,民商法学,民商法学,民商法学,民商法学,,513,yes
514,中国法学,2020,,6,民法典背景下合伙企业财产制度构造,赵玉[1],[1]国家检察官学院,19,合伙企业;连带责任;无限责任;财产区隔;民事合伙;商事合伙,民商法学,民商法学,民商法学,民商法学,民商法学,,514,yes
515,中国法学,2017,,3,民法分则侵权责任编立法研究,张新宝,中国人民大学法学院,22,民法典编纂;侵权责任编;归责事由;数人侵权责任;损害赔偿体系,民商法学,民商法学,民商法学,民商法学,民商法学,,515,yes
516,中国法学,2017,,2,民法分则合同编立法研究,"王利明[1,2]",[1]中国人民大学法学院;[2]中国人民大学民商事法律科学研究中心,23,民法典编纂;合同编;债法总则;违约责任;合同解释,民商法学,民商法学,民商法学,民商法学,民商法学,,516,yes
517,中国法学,2017,,3,民法分则婚姻家庭编立法研究,夏吟兰,中国政法大学,16,宏观定位;基本原则;非婚同居;离婚自由;离婚救济,民商法学,民商法学,民商法学,民商法学,民商法学,,517,yes
518,中国法学,2017,,2,民法分则物权编立法研究,"崔建远[1,2]",[1]暨南大学法学院;[2]暨南大学知识产权学院,19,物权编立法;物权法定主义;物权变动;物权客体,民商法学,民商法学,民商法学,民商法学,民商法学,,518,yes
519,中国法学,2017,,2,民法分则继承编立法研究,"杨立新[1,2]",[1]中国人民大学法学院;[2]中国人民大学民商事法律科学研究中心,21,民法典;继承编立法;指导思想;具体意见,民商法学,民商法学,民商法学,民商法学,民商法学,,519,yes
520,中国法学,2019,,4,民法基本原则与商法漏洞填补,于莹[1],[1]吉林大学法学院,18,民法原则;商法漏洞;商法通则,民商法学,民商法学,民商法学,民商法学,民商法学,,520,yes
521,中国法学,2016,,4,民法总则设置商法规范的限度及其理论解释,李建伟,中国政法大学民商经济法学院,19,民法总则;商法独立性;商事立法体系化;提取公因式;立法抽象,民商法学,民商法学,民商法学,民商法学,民商法学,,521,yes
522,中国法学,2016,,4,民法法典化运动中的知识产权法,"吴汉东[1,2]",[1]中南财经政法大学;[2]教育部人文社科重点研究基地知识产权研究中心,16,知识产权法;民法典“知识产权编”;知识产权法典,知识产权法学,民商法学,知识产权法学,知识产权法学,知识产权法学,,522,yes
523,中国法学,2017,,5,民间借贷诉讼中的证明责任问题,吴泽勇,华东师范大学法学院,21,民间借贷 证明责任 主张的具体化,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,523,yes
524,中国法学,2023,000,5,气候共同体责任分担的法理,徐祥民[1],[1]浙江工商大学,20,人类命运共同体;共同但有区别的责任;发展权;自然人平等,法学理论,法学理论,法学理论,法学理论,法学理论,,524,yes
525,中国法学,2019,,2,法人功能性分类与结构性分类的兼容解释,张力[1],[1]西南政法大学民商法学院,19,民法典;法人分类;功能性分类;结构性分类,民商法学,民商法学,民商法学,民商法学,民商法学,,525,yes
526,中国法学,2021,,5,法典化时代的刑法典修订,周光权[1],[1]清华大学法学院,28,刑法典;法典编纂;法益保护;增设新罪;全面修订刑法典,刑法学,刑法学,刑法学,刑法学,刑法学,,526,yes
527,中国法学,2021,,5,法典化的历史叙事,高仰光[1],[1]中国人民大学法学院,19,法典化;历史叙事;比较法;现代性;书写传统,法学理论,法学理论,法学理论,法学理论,法学理论,,527,yes
528,中国法学,2018,,4,法域冲突的排除：立场、规则与适用,于改之,华东政法大学法律学院,21,法域冲突;法秩序的统一性;民事法志向模式;规范保护目的;相对从属性,民商法学,民商法学,民商法学,民商法学,民商法学,,528,yes
529,中国法学,2021,,2,法域协调视角下规范保护目的理论之重构,于改之[1],[1]华东政法大学刑事法学院,21,规范保护目的;法域协调;刑法的相对从属性,刑法学,刑法学,刑法学,刑法学,刑法学,,529,yes
530,中国法学,2015,0,5,法官如何说理：中国经验与普遍原理,凌斌[1],[1]北京大学法学院,19,裁判文书;裁判说理;指导性案例,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,530,yes
531,中国法学,2023,000,6,法定物权的自由展开：经济分析与法律教义,"熊丙万[1,2]",[1]中国人民大学民商事法律科学研究中心;[2]中国人民大学法学院,21,物权法定;物权自由;经济分析;集中登记;个案排除机制,民商法学,民商法学,民商法学,民商法学,民商法学,,531,yes
532,中国法学,2024,000,2,法律人思维与法律观点,陈景辉[1],[1]中国人民大学法学院,20,法律人思维;实在法;法律观点;法律陈述;法律人格化,法学理论,法学理论,法学理论,法学理论,法学理论,,532,yes
533,中国法学,2022,000,2,法律价值的系统论格局,陈征楠[1],[1]华南理工大学法学院,20,法律价值;系统论;认识论;实践理性;功能主义,法学理论,法学理论,法学理论,法学理论,法学理论,,533,yes
534,中国法学,2022,000,2,法律位阶判断标准的反思与运用,王锴[1],[1]北京航空航天大学法学院,21,法律位阶;条件关系;废止关系;框架秩序,法学理论,法学理论,法学理论,法学理论,法学理论,,534,yes
535,中国法学,2018,,3,法律实证研究的兴起与分化,陈柏峰,中南财经政法大学法学院,18,法律实证研究;问题意识;法治实践;学术传统,法学理论,法学理论,法学理论,法学理论,法学理论,,535,yes
536,中国法学,2024,000,6,法律思维中的“软计算”和贝叶斯语言方法,刘东亮[1],[1]西安交通大学法学院,19,软计算;词语计算;贝叶斯法则;语言概率;法律思维,法学理论,法学理论,法学理论,法学理论,法学理论,,536,yes
