pid,rank,title,author,journal,year,category,weighted_score,weighted_std,source,e2_override,e3_merged,round1_avg_std,round2_avg_std,std_improvement,round1_max_std,round2_max_std,dimensions_converged,total_dimensions,round1_err_category,top30,top60,top101_e2_candidate,top101_rank,top101_score,top101_weighted_std,top101_source,top101_reason,top50_proportional,top50_rank,top50_score,top50_weighted_std,problem_originality_avg,problem_originality_std,problem_originality_method,literature_insight_avg,literature_insight_std,literature_insight_method,analytical_framework_avg,analytical_framework_std,analytical_framework_method,logical_coherence_avg,logical_coherence_std,logical_coherence_method,conclusion_consensus_avg,conclusion_consensus_std,conclusion_consensus_method,forward_extension_avg,forward_extension_std,forward_extension_method
1167,613,为作为证明方法的“印证”辩护,薛爱昌[1],法学研究,2018,诉讼法学,81.15,5.47,E1,False,,15.17,4.93,10.23,29.2,8.1,5,6,,0,0,0,,,,,,0,,,,76.75,8.06,mean(4),77.25,5.74,mean(4),82,4.97,mean(4),78.25,2.87,mean(4),83.5,3.7,mean(4),66,4.24,mean(4)
406,614,我国金融机构股东加重责任的扩张与规范,赖虹宇[1],中国法学,2023,民商法学,81.09,8.27,E1,False,,11.98,6.53,5.45,20.0,17.7,4,6,,0,0,0,,,,,,0,,,,76.25,17.67,mean(4),86.5,2.38,mean(4),60,11.89,mean(4),86,1.41,mean(4),83.25,2.75,mean(4),79.5,3.0,mean(4)
709,615,认罪认罚从宽适用常态化之实效检验,吴雨豪[1],中国法学,2024,刑法学,81.09,4.86,E1,False,,15.52,4.25,11.27,25.3,7.7,6,6,,0,0,0,,,,,,0,,,,80,7.7,mean(4),71.75,6.95,mean(4),70.5,1.91,mean(4),87.25,1.5,mean(4),82,4.0,mean(3),78.33,3.51,mean(3)
1484,616,托底型回购合同的风险转嫁机理,王文胜[1],法学研究,2020,民商法学,81.09,7.22,E1,False,,12.03,6.43,5.6,19.9,12.0,3,6,,0,0,0,,,,,,0,,,,72,12.03,mean(4),69.25,10.31,mean(4),87.5,3.32,mean(4),89,2.0,mean(4),87.75,2.06,mean(4),66.75,8.88,mean(4)
578,617,环境质量标准的侵权法适用研究,陈伟,中国法学,2017,环境与资源保护法学,81.06,8.18,E1,False,,12.45,5.88,6.57,22.3,20.0,5,6,,0,0,0,,,,,,0,,,,71.75,19.97,mean(4),81.25,2.5,mean(4),79.5,4.2,mean(4),83.25,3.59,mean(4),86.5,1.73,mean(4),77.5,3.32,mean(4)
1090,618,论诉权的人权属性——以历史演进为视角,吴英姿[1],中国社会科学,2015,法学理论,81.04,5.44,E1,False,,13.95,4.47,9.48,23.3,11.1,5,6,,0,0,0,,,,,,0,,,,71.5,11.09,mean(4),81.5,2.65,mean(4),79.25,2.99,mean(4),83.5,3.7,mean(4),85.75,1.5,mean(4),64.5,4.93,mean(4)
1203,619,以房抵债协议的法理分析——《最高人民法院公报》载“朱俊芳案”评释,陆青[1],法学研究,2015,民商法学,81.04,5.16,E1,False,,13.18,4.48,8.7,25.1,10.5,5,6,,0,0,0,,,,,,0,,,,77,5.29,mean(4),75.5,10.54,mean(4),66.25,5.06,mean(4),91,2.0,mean(4),83.75,2.06,mean(4),79.5,1.91,mean(4)
133,620,人工智能歧视的法律治理,李成[1],中国法学,2021,民商法学,81.03,6.02,E1,False,,15.03,5.78,9.25,21.7,10.3,5,6,,0,0,0,,,,,,0,,,,75.25,3.77,mean(4),81.5,6.81,mean(4),70,10.3,mean(4),76.25,8.02,mean(4),86.5,1.73,mean(4),81,4.08,mean(4)
1134,621,个人信息私法保护的困境与出路,"丁晓东[1,2]",法学研究,2018,民商法学,81.03,5.22,E1,False,,12.67,6.1,6.57,20.0,14.1,4,6,,0,0,0,,,,,,0,,,,80.75,3.4,mean(4),83,3.56,mean(4),55,14.14,mean(4),86.25,2.5,mean(4),87,4.24,mean(4),65.5,8.81,mean(4)
1283,622,农村土地承包法修改后的承包地法权配置,"高圣平[1,2]",法学研究,2019,环境与资源保护法学,81.03,9.2,E1,False,,12.7,8.47,4.23,26.6,18.4,3,6,,0,0,0,,,,,,0,,,,72.25,18.34,mean(4),88.75,0.96,mean(4),62,18.42,mean(4),88,0.0,mean(4),86.5,1.73,mean(4),73.75,11.44,mean(4)
1034,623,知识产权的边界:以客体可控性为线索,易继明[1];李春晖[2],中国社会科学,2022,知识产权法学,81.01,10.05,E1,False,,18.1,8.67,9.43,36.3,30.9,5,6,,0,0,0,,,,,,0,,,,79.75,5.56,mean(4),60,30.9,mean(4),81.25,6.4,mean(4),82.5,4.12,mean(4),86.5,3.42,mean(4),80,1.63,mean(4)
875,624,资本市场信息披露双层规范体系的基本建构,郭锋[1],中国法学,2024,民商法学,81.0,8.71,E1,False,,15.68,7.35,8.33,30.0,14.1,3,6,,0,0,0,,,,,,0,,,,71.75,10.28,mean(4),76,14.07,mean(4),72.5,13.58,mean(4),85,2.45,mean(4),86.25,2.06,mean(4),80,1.63,mean(4)
1300,625,刑事诉讼办案期限：功能变迁与诉讼化改造,董坤[1],法学研究,2024,刑法学,81.0,13.96,E1,False,,17.7,10.32,7.38,34.0,32.2,3,6,,0,0,0,,,,,,0,,,,63.25,32.22,mean(4),83.75,6.29,mean(4),78.5,9.43,mean(4),85.5,3.42,mean(4),80,8.12,mean(4),81.25,2.5,mean(4)
424,626,敏感个人信息保护制度的解释性重构,丁晓东[1],中国法学,2025,民商法学,80.97,5.12,E1,False,,11.98,5.07,6.92,21.7,9.5,5,6,,0,0,0,,,,,,0,,,,77.5,5.57,mean(4),84.5,4.2,mean(4),66.5,9.47,mean(4),80.75,3.77,mean(4),87,1.41,mean(4),74,5.89,mean(4)
762,627,论合同法和侵权法在固有利益保护上的分工与协作,王文胜,中国法学,2015,民商法学,80.96,5.17,E1,False,,17.15,5.15,12.0,27.2,16.0,5,6,1-empty-status,0,0,0,,,,,,0,,,,77.75,3.1,mean(4),83.25,4.27,mean(4),60.25,16.05,mean(4),86.25,3.5,mean(4),84.25,1.5,mean(4),73.75,2.5,mean(4)
821,628,论法律认知的信任逻辑,伍德志[1],中国法学,2023,法学理论,80.96,6.56,E1,False,,15.72,5.73,9.98,24.0,11.9,4,6,,0,0,0,,,,,,0,,,,72.25,11.9,mean(4),82.25,5.32,mean(4),74.25,9.6,mean(4),85,0.0,mean(4),87.25,2.22,mean(4),66.75,5.38,mean(4)
1580,629,民法基本原则：理论反思与法典表达,于飞,法学研究,2016,民商法学,80.94,9.08,E1,False,,13.87,7.3,6.57,22.3,19.6,4,6,,0,0,0,,,,,,0,,,,74.25,19.55,mean(4),81.75,2.36,mean(4),74.5,11.7,mean(4),86.5,1.73,mean(4),84.25,4.35,mean(4),55,4.08,mean(4)
140,630,人身损害赔偿请求权的分级与整合,张平华[1],中国法学,2024,民商法学,80.93,8.78,E1,False,,14.87,6.67,8.2,28.8,20.0,5,6,,0,0,0,,,,,,0,,,,64.25,19.97,mean(4),83,6.22,mean(4),83.75,1.5,mean(4),89,4.69,mean(4),88,0.0,mean(4),74.5,7.59,mean(4)
786,631,论我国刑法分则中的参加型犯罪,唐稷尧[1],中国法学,2024,刑法学,80.93,7.17,E1,False,,13.4,6.95,6.45,21.7,18.9,4,6,,0,0,0,,,,,,0,,,,75.75,2.87,mean(4),71.75,18.86,mean(4),77.75,9.11,mean(4),87.5,2.89,mean(4),85,4.08,mean(4),67.5,3.79,mean(4)
1039,632,私法中的分配层次,谢鸿飞[1],中国社会科学,2023,民商法学,80.93,9.53,E1,False,,14.6,8.53,6.07,24.6,16.7,4,6,,0,0,0,,,,,,0,,,,76,14.07,mean(4),80.5,5.97,mean(4),69.25,16.68,mean(4),84.75,4.99,mean(4),85.25,2.87,mean(4),68.75,6.5,mean(4)
1398,633,基本权利保护范围的界定,王锴[1],法学研究,2020,宪法学与行政法学,80.93,9.65,E1,False,,12.18,7.52,4.67,24.1,22.3,5,6,,0,0,0,,,,,,0,,,,71.25,22.26,mean(4),85,2.45,mean(4),75.75,5.91,mean(4),86.75,3.4,mean(4),82.75,7.27,mean(4),47.5,3.79,mean(4)
494,634,民事案件事实形成中的方法论命题,王雷[1],中国法学,2023,民商法学,80.91,6.78,E1,False,,12.12,5.27,6.85,18.7,12.0,4,6,,0,0,0,,,,,,0,,,,68,12.03,mean(4),83.75,8.42,mean(4),79.5,5.26,mean(4),85.75,2.5,mean(4),85.75,0.5,mean(4),75.75,2.87,mean(4)
630,635,紧急状态下的法治与社会正义,郑玉双[1],中国法学,2021,法学理论,80.9,5.37,E1,False,,14.23,4.37,9.87,31.0,9.5,5,6,,0,0,0,,,,,,0,,,,67.75,9.54,mean(4),82,4.24,mean(4),81.25,6.99,mean(4),86.5,1.73,mean(4),84,1.41,mean(4),77,2.45,mean(4)
712,636,论“正常经营买受人”的善意要求,郑永宽[1],中国法学,2023,民商法学,80.9,16.34,E1,False,,17.25,14.92,2.33,32.3,31.1,3,6,,0,0,0,,,,,,0,,,,70.67,31.09,mean(3),86.33,2.31,mean(3),69,21.28,mean(3),87,1.73,mean(3),76.33,27.14,mean(3),74.33,6.03,mean(3)
1473,637,我国民事执行回转理论基础与制度构造的革新,陈刚[1],法学研究,2022,诉讼法学,80.9,10.34,E1,False,,14.05,7.67,6.38,26.7,21.9,3,6,,0,0,0,,,,,,0,,,,66.75,21.88,mean(4),74,8.54,mean(3),86.25,9.54,mean(4),83.75,2.06,mean(4),84.25,0.5,mean(4),83.25,3.5,mean(4)
1718,638,行政执法和解的模式及其运用,方世荣[1];白云锋[2],法学研究,2019,宪法学与行政法学,80.87,7.45,E1,False,,12.0,5.7,6.3,21.3,19.2,5,6,,0,0,0,,,,,,0,,,,72,19.2,mean(4),76.5,1.73,mean(4),83.25,3.95,mean(4),84,1.41,mean(4),85.75,1.5,mean(4),73.5,6.45,mean(4)
664,639,自然资源国家所有的制度性保障功能,刘练军,中国法学,2016,环境与资源保护法学,80.84,3.71,E1,False,,12.92,3.53,9.38,18.5,6.5,6,6,,0,0,0,,,,,,0,,,,78.75,3.77,mean(4),68.75,6.5,mean(4),78.25,5.32,mean(4),85.25,0.5,mean(4),81.5,2.52,mean(4),63.5,2.65,mean(4)
261,640,司法审查图景中行政协议主体的适格,陈无风,中国法学,2018,宪法学与行政法学,80.82,9.01,E1,False,,18.57,7.93,10.63,27.6,19.5,5,6,,0,0,0,,,,,,0,,,,78.25,6.95,mean(4),68,19.48,mean(4),76.5,7.05,mean(4),88,6.73,mean(4),82.5,5.0,mean(4),66.25,2.5,mean(4)
1596,641,法律漏洞填补的司法论证,黄泽敏[1],法学研究,2020,法学理论,80.81,4.79,E1,False,,15.85,4.18,11.67,23.4,8.9,5,6,,0,0,0,,,,,,0,,,,68,8.91,mean(4),83.75,5.06,mean(4),86.25,2.06,mean(4),84.5,1.73,mean(4),80,1.63,mean(4),53.25,5.68,mean(4)
39,642,"""认""与""缴""二分视角下公司催缴出资制度研究",袁碧华[1],中国法学,2019,民商法学,80.79,7.23,E1,False,,12.65,6.05,6.6,24.0,15.7,5,6,,0,0,0,,,,,,0,,,,68,15.68,mean(4),81.5,5.2,mean(4),84.5,1.73,mean(4),83.75,2.06,mean(4),80.25,4.79,mean(4),67.75,6.75,mean(4)
1299,643,刑事诉讼中变更公诉的限度,周长军,法学研究,2017,刑法学,80.79,7.77,E1,False,,15.22,7.45,7.77,22.9,10.3,3,6,,0,0,0,,,,,,0,,,,70,10.3,mean(4),79.75,8.26,mean(4),77.5,7.14,mean(4),79.25,3.4,mean(4),77.5,9.88,mean(4),80.25,5.68,mean(4)
1429,644,实用艺术作品在著作权法上之独立性,冯晓青[1];付继存[1],法学研究,2018,知识产权法学,80.79,4.64,E1,False,,12.7,3.48,9.22,23.3,9.6,5,6,,0,0,0,,,,,,0,,,,74.75,9.64,mean(4),82.75,4.57,mean(4),72,0.0,mean(1),81.75,2.87,mean(4),87,1.41,mean(4),77,2.45,mean(4)
917,645,中国专利交易中的绝对权类型法定,张轶[1],中国社会科学,2025,知识产权法学,80.76,14.35,E1,False,,17.07,11.48,5.58,26.4,24.2,4,6,,0,0,0,,,,,,0,,,,72.25,21.55,mean(4),70.75,24.19,mean(4),74.5,5.97,mean(4),87,6.0,mean(4),80.75,7.89,mean(4),80.25,3.3,mean(4)
1282,646,农村土地“三权分置”的法理阐释与制度意蕴,高飞,法学研究,2016,环境与资源保护法学,80.76,8.35,E1,False,,15.1,8.4,6.7,24.0,14.9,3,6,,0,0,0,,,,,,0,,,,75.75,14.91,mean(4),77.25,1.5,mean(4),74.5,9.15,mean(4),88,4.0,mean(4),87.25,7.27,mean(4),55,13.64,mean(4)
480,647,检察环境公益诉讼的理论优化与制度完善,陈晓景[1],中国法学,2022,环境与资源保护法学,80.75,5.91,E1,False,,15.03,5.68,9.35,25.2,14.0,4,6,,0,0,0,,,,,,0,,,,79.5,1.91,mean(4),60,13.95,mean(4),73.25,8.06,mean(4),87.75,4.5,mean(4),87.75,3.1,mean(4),83.75,2.5,mean(4)
1630,648,滥用知情权的逻辑及展开,王锡锌,法学研究,2017,法学理论,80.74,6.73,E1,False,,14.87,5.95,8.92,19.5,12.5,5,6,,0,0,0,,,,,,0,,,,76,12.54,mean(4),80.5,4.43,mean(4),71.5,6.03,mean(4),82.25,2.06,mean(4),79,4.55,mean(4),78.25,6.24,mean(4)
1348,649,合宪性审查制度的中国道路与功能展开,李忠夏[1],法学研究,2019,宪法学与行政法学,80.69,10.26,E1,False,,15.18,7.95,7.23,26.0,23.5,4,6,,0,0,0,,,,,,0,,,,70,23.51,mean(4),78,4.97,mean(4),83.25,4.27,mean(4),84.75,2.5,mean(4),83.25,9.07,mean(4),77.5,3.32,mean(4)
1502,650,故意伤害案件中赔偿影响量刑的机制,"高通[1,2]",法学研究,2020,刑法学,80.69,4.86,E1,False,,13.67,4.73,8.93,20.7,5.6,6,6,,0,0,0,,,,,,0,,,,77.5,5.57,mean(4),75.25,5.25,mean(4),76.25,3.5,mean(4),81.5,4.95,mean(2),85,3.46,mean(4),77.5,5.57,mean(4)
240,651,制度型对外开放的支点:私法关系涉外性之界定及重构,张春良[1],中国法学,2019,国际法学,80.66,4.74,E1,False,,13.48,4.65,8.83,18.4,7.6,6,6,,0,0,0,,,,,,0,,,,68.75,2.99,mean(4),78.5,4.93,mean(4),72.25,7.59,mean(4),85.75,5.91,mean(4),80.5,4.2,mean(4),80,2.31,mean(4)
770,652,论地方政府事权的法理基础与宪法结构,王建学,中国法学,2017,宪法学与行政法学,80.66,6.04,E1,False,,12.43,5.57,6.87,26.3,12.5,4,6,,0,0,0,,,,,,0,,,,80,4.4,mean(4),71.5,9.43,mean(4),71.75,12.47,mean(4),84.75,3.4,mean(4),87,1.83,mean(4),79.5,1.91,mean(4)
465,653,新科技时代的法学基本范畴：挑战与回应,雷磊[1],中国法学,2023,法学理论,80.63,9.25,E1,False,,11.52,6.63,4.88,21.5,21.2,4,6,,0,0,0,,,,,,0,,,,71,21.2,mean(4),82.25,3.1,mean(4),69.25,9.6,mean(4),89.25,2.99,mean(4),85.5,1.73,mean(4),79,1.15,mean(4)
487,654,死刑适用的规范论标准,冯军,中国法学,2018,刑法学,80.63,6.44,E1,False,,11.28,6.2,5.08,21.3,11.5,5,6,,0,0,0,,,,,,0,,,,77.75,6.13,mean(4),72,11.52,mean(4),82.75,3.59,mean(4),83.5,4.43,mean(4),85.75,5.91,mean(4),42,5.66,mean(4)
1899,655,商业外观知识产权竞合问题研究,吴汉东[1],中国法学,2025,知识产权法学,80.63,4.97,E1,False,,10.33,4.23,6.1,18.0,7.9,6,6,,0,0,0,,,,,,0,,,,73.5,7.85,mean(4),81,5.77,mean(4),74.25,2.87,mean(4),83,2.45,mean(4),84,4.32,mean(4),67.75,2.06,mean(4)
166,656,保险损失补偿原则适用范围思考,任自力[1],中国法学,2019,民商法学,80.62,10.21,E1,False,,19.23,9.32,9.92,28.6,24.0,4,6,,0,0,0,,,,,,0,,,,81.5,4.43,mean(4),70.25,24.02,mean(4),66.5,19.82,mean(4),87.5,3.32,mean(4),80,4.4,mean(4),75,0.0,mean(4)
426,657,数字丝绸之路跨国法律秩序的建构与完善,彭岳[1],中国法学,2024,国际法学,80.62,7.91,E1,False,,11.67,6.12,5.55,18.0,17.1,5,6,,0,0,0,,,,,,0,,,,69.25,17.1,mean(4),80,1.63,mean(4),82,6.68,mean(4),84.5,4.93,mean(4),78.25,2.87,mean(4),76.25,3.5,mean(4)
1270,658,公法上警察概念的变迁,陈鹏,法学研究,2017,宪法学与行政法学,80.62,9.5,E1,False,,16.12,7.95,8.17,33.9,21.2,4,6,,0,0,0,,,,,,0,,,,74.25,14.43,mean(4),89,2.0,mean(4),61,21.2,mean(4),83.75,6.75,mean(4),84,1.41,mean(4),79.5,1.91,mean(4)
1558,659,比例原则的适用范围与限度,梅扬[1],法学研究,2020,法学理论,80.62,10.79,E1,False,,14.28,8.55,5.73,26.1,20.9,4,6,,0,0,0,,,,,,0,,,,74.75,20.9,mean(4),80.25,2.06,mean(4),67,19.63,mean(4),87.25,4.11,mean(4),87.25,2.22,mean(4),75,2.45,mean(4)
1691,660,羁押必要性审查制度试点研究报告,陈卫东[1],法学研究,2018,刑法学,80.62,6.87,E1,False,,15.4,6.38,9.02,27.5,14.1,4,6,,0,0,0,,,,,,0,,,,83.75,8.1,mean(4),74,4.9,mean(4),55,14.14,mean(4),80.5,3.7,mean(4),84.5,4.51,mean(4),80.75,2.99,mean(4)
1806,661,逮捕制度再改革的法释义学解读,李训虎[1],法学研究,2018,刑法学,80.62,6.33,E1,False,,12.87,6.27,6.6,20.4,9.4,4,6,,0,0,0,,,,,,0,,,,69.25,9.43,mean(4),82,2.45,mean(4),79,4.24,mean(4),84.75,5.74,mean(4),79.75,8.62,mean(4),74.25,7.32,mean(4)
271,662,司法认定无效行政协议的标准,王敬波[1],中国法学,2019,宪法学与行政法学,80.59,6.36,E1,False,,15.17,7.55,7.62,31.6,26.1,4,6,,0,0,0,,,,,,0,,,,78.33,2.89,mean(3),79.75,2.22,mean(4),68,26.06,mean(4),85.75,1.5,mean(4),84.25,4.27,mean(4),55.75,8.3,mean(4)
1096,663,转型时期刑法立法的思路与方法,周光权,中国社会科学,2016,刑法学,80.56,5.22,E1,False,,14.75,4.98,9.77,24.8,9.1,5,6,,0,0,0,,,,,,0,,,,71.25,5.38,mean(4),79.25,3.4,mean(4),70,9.09,mean(4),82.5,5.26,mean(4),80.75,3.4,mean(4),82.75,3.3,mean(4)
273,664,合宪性、合法性、适当性审查的区别与联系,王锴[1],中国法学,2019,宪法学与行政法学,80.54,7.52,E1,False,,19.03,6.1,12.93,32.0,12.9,4,6,,0,0,0,,,,,,0,,,,70,12.91,mean(4),76.75,9.07,mean(4),81.75,6.5,mean(4),86.5,2.38,mean(4),79.5,1.91,mean(4),65.25,3.77,mean(4)
1513,665,数据产权的法律表达,刘文杰[1],法学研究,2023,民商法学,80.53,8.06,E1,False,,14.45,6.92,7.53,21.0,12.3,4,6,,0,0,0,,,,,,0,,,,71.25,11.35,mean(4),73.25,12.31,mean(4),82.5,7.14,mean(4),87.5,3.32,mean(4),87.75,1.71,mean(4),62,5.72,mean(4)
1568,666,民法与商法二元格局的演变与形成,施鸿鹏,法学研究,2017,民商法学,80.53,12.09,E1,False,,16.17,8.52,7.65,31.2,31.0,4,6,,0,0,0,,,,,,0,,,,71,30.95,mean(4),84.5,1.73,mean(4),71,9.87,mean(4),85.25,2.5,mean(4),82,3.56,mean(4),73,2.45,mean(4)
1740,667,规范说与侵权责任法第79条的适用——与袁中华博士商榷．,吴泽勇,法学研究,2016,民商法学,80.51,8.75,E1,False,,14.58,7.45,7.13,28.8,19.4,4,6,,0,0,0,,,,,,0,,,,68.75,12.74,mean(4),84.5,4.93,mean(4),68.75,19.38,mean(4),90.25,3.5,mean(4),87.67,2.52,mean(3),77,1.73,mean(3)
1226,668,保险法上如实告知义务之新检视,李飞,法学研究,2017,民商法学,80.5,11.04,E1,False,,18.73,7.48,11.25,33.3,29.5,5,6,,0,0,0,,,,,,0,,,,69.25,29.53,mean(4),81.5,4.04,mean(4),75,4.08,mean(4),87.75,2.06,mean(4),83.5,1.73,mean(4),73.25,3.5,mean(4)
651,669,网络谣言的刑法治理:从宪法的视角,"姜涛[1,2,3]",中国法学,2021,宪法学与行政法学,80.49,7.52,E1,False,,12.87,7.28,5.58,27.4,21.5,5,6,,0,0,0,,,,,,0,,,,76.5,7.05,mean(4),83.25,5.38,mean(4),66.75,21.5,mean(4),81.25,3.77,mean(4),89,1.15,mean(4),79,4.76,mean(4)
942,670,人合性在有限公司中的终结,梁上上[1],中国社会科学,2022,民商法学,80.49,10.77,E1,False,,15.18,9.63,5.55,29.5,19.7,4,6,,0,0,0,,,,,,0,,,,75,18.22,mean(4),82.5,2.65,mean(4),68.75,19.74,mean(4),82.75,4.11,mean(4),84.75,6.7,mean(4),72.5,6.45,mean(4)
1047,671,网络时代言论自由的刑法边界,刘艳红,中国社会科学,2016,刑法学,80.49,8.38,E1,False,,15.5,8.27,7.23,21.3,14.6,4,6,,0,0,0,,,,,,0,,,,71.25,11.09,mean(4),77.25,6.18,mean(4),79.25,5.06,mean(4),85.75,6.45,mean(4),76.75,14.57,mean(4),71.75,6.24,mean(4)
924,672,中国宪法社会权的体系解释,刘晗[1],中国社会科学,2023,宪法学与行政法学,80.44,4.98,E1,False,,14.57,4.77,9.8,22.6,8.1,5,6,,0,0,0,,,,,,0,,,,75.25,6.18,mean(4),76.25,3.5,mean(4),70,8.12,mean(4),87.5,3.79,mean(4),86.25,2.06,mean(4),76,4.9,mean(4)
844,673,论行政协议的司法审查,余凌云[1],中国法学,2020,宪法学与行政法学,80.41,5.92,E1,False,,18.77,6.17,12.6,27.6,9.6,5,6,,0,0,0,,,,,,0,,,,78.5,6.35,mean(4),79.25,5.06,mean(4),67,9.63,mean(4),81.75,2.87,mean(4),77.5,6.81,mean(4),76,6.16,mean(4)
905,674,非典型与典型案件：术语、成因及其关系,周赟[1],中国法学,2015,法学理论,80.41,10.55,E1,False,,18.22,9.05,9.17,30.3,21.1,3,6,,0,0,0,,,,,,0,,,,69,21.09,mean(4),85,7.26,mean(4),71,10.74,mean(4),87.25,1.5,mean(4),80.25,3.5,mean(4),69.5,10.21,mean(4)
411,675,承包地三权分置的法律表达,"高圣平[1,2]",中国法学,2018,环境与资源保护法学,80.4,9.48,E1,False,,12.8,7.22,5.58,26.7,21.4,4,6,,0,0,0,,,,,,0,,,,66.75,21.42,mean(4),81.25,2.22,mean(4),80.75,10.87,mean(4),87,2.45,mean(4),86.5,3.42,mean(4),61.25,2.99,mean(4)
170,676,债权转让中对债务人的延续性保护,"朱虎[1,2]",中国法学,2020,民商法学,80.38,8.47,E1,False,,13.88,7.93,5.95,31.6,23.4,4,6,,0,0,0,,,,,,0,,,,79.5,4.8,mean(4),75.5,14.48,mean(4),59.5,23.44,mean(4),89.5,1.91,mean(4),88,1.63,mean(4),66,1.41,mean(4)
1754,677,论我国宪法上的议行复合结构,杜强强[1],法学研究,2023,宪法学与行政法学,80.38,10.55,E1,False,,17.43,9.72,7.72,37.5,29.5,4,6,,0,0,0,,,,,,0,,,,74.75,12.47,mean(4),83,7.26,mean(4),61,29.55,mean(3),88,2.45,mean(4),87.75,2.06,mean(4),79,4.55,mean(4)
557,678,法益自决权与侵犯公民个人信息罪的司法边界,"冀洋[1,2]",中国法学,2019,刑法学,80.37,9.76,E1,False,,16.55,8.98,7.57,22.6,18.2,3,6,,0,0,0,,,,,,0,,,,72,18.24,mean(4),75.75,5.91,mean(4),87.75,10.59,mean(4),83.5,1.73,mean(4),75.75,5.91,mean(4),53.75,11.62,mean(4)
364,679,强制预防接种补偿责任的性质与构成,伏创宇,中国法学,2017,环境与资源保护法学,80.35,6.09,E1,False,,15.68,5.85,9.83,25.5,9.9,3,6,,0,0,0,,,,,,0,,,,75,2.45,mean(4),67.5,9.88,mean(4),85,8.87,mean(4),85,8.08,mean(4),81.75,2.87,mean(4),78.25,2.87,mean(4)
1452,680,平台形态演变视域下垄断行为的异化与因应,侯利阳[1],法学研究,2024,经济法学,80.35,5.67,E1,False,,12.12,4.47,7.65,20.8,9.6,5,6,,0,0,0,,,,,,0,,,,69.25,9.6,mean(4),79.5,2.38,mean(4),81.5,4.73,mean(4),84.25,5.91,mean(4),84,4.24,mean(4),75,0.0,mean(4)
838,681,论网络时代刑法解释的限度,欧阳本祺,中国法学,2017,刑法学,80.34,4.97,E1,False,,12.42,5.13,7.28,20.8,13.5,5,6,,0,0,0,,,,,,0,,,,74,3.65,mean(4),76.25,2.06,mean(4),71.25,13.5,mean(4),88,4.32,mean(4),83.25,4.27,mean(4),74.25,2.87,mean(4)
822,682,论法院对规范性文件的附带审查,何海波[1],中国法学,2021,诉讼法学,80.32,16.11,E1,False,,15.87,12.6,3.27,33.5,33.3,4,6,,0,0,0,,,,,,0,,,,69.75,33.27,mean(4),80,3.65,mean(4),65,26.04,mean(4),86.75,3.5,mean(4),84.5,6.66,mean(4),85,2.45,mean(4)
1610,683,法治评估模式辨异,钱弘道[1];杜维超[1],法学研究,2015,法学理论,80.31,5.4,E1,False,,14.22,5.6,8.62,27.0,8.2,5,6,,0,0,0,,,,,,0,,,,70.25,4.79,mean(4),72.5,7.14,mean(4),79.25,6.75,mean(4),91.25,4.35,mean(4),85,2.45,mean(4),72.5,8.23,mean(4)
420,684,提高民事诉讼证明标准的理论反思,霍海红,中国法学,2016,诉讼法学,80.28,9.0,E1,False,,13.27,8.13,5.13,23.2,16.1,4,6,,0,0,0,,,,,,0,,,,76,16.06,mean(4),85.5,1.73,mean(4),52.25,14.75,mean(4),89.75,3.3,mean(4),78.75,6.4,mean(4),78.75,6.5,mean(4)
687,685,行政罚款设定方式研究,张红[1],中国法学,2020,宪法学与行政法学,80.26,6.89,E1,False,,17.78,6.85,10.93,27.3,12.8,4,6,1-empty-status,0,0,0,,,,,,0,,,,75.25,8.46,mean(4),74,6.16,mean(4),82,4.97,mean(4),80,4.4,mean(4),77,12.81,mean(4),69.5,4.2,mean(4)
1517,686,数据确权的误区,周汉华[1],法学研究,2023,民商法学,80.18,10.66,E1,False,,16.02,8.82,7.2,28.9,21.1,4,6,,0,0,0,,,,,,0,,,,68.25,21.11,mean(4),83.5,1.29,mean(4),62.5,18.48,mean(4),86.75,3.95,mean(4),87.75,2.06,mean(4),80.5,5.97,mean(4)
1509,687,数字时代的身份构建及其法律保障:以个人信息保护为中心的思考,陆青[1],法学研究,2021,民商法学,80.16,12.38,E1,False,,19.03,11.23,7.8,37.0,33.7,3,6,,0,0,0,,,,,,0,,,,78.25,9.43,mean(4),62.5,33.72,mean(4),78.75,5.38,mean(4),89,2.0,mean(4),80.5,15.0,mean(4),79.5,1.91,mean(4)
226,688,刑事证据审查的基本制度结构,吴洪淇,中国法学,2017,诉讼法学,80.13,7.06,E1,False,,13.82,6.28,7.53,25.2,16.7,5,6,,0,0,0,,,,,,0,,,,83.25,5.68,mean(4),53.25,16.68,mean(4),83.25,5.68,mean(4),87.25,3.59,mean(4),81.25,2.99,mean(4),78.5,3.0,mean(4)
968,689,原则/例外关系的民法阐释,易军[1],中国社会科学,2019,民商法学,80.13,9.35,E1,False,,19.55,8.77,10.78,32.3,22.6,3,6,,0,0,0,,,,,,0,,,,74.25,10.72,mean(4),75.75,9.74,mean(4),68.25,22.56,mean(4),89.5,1.0,mean(4),89.25,3.4,mean(4),69.75,5.19,mean(4)
571,690,环境民事公益诉讼中停止侵害责任适用研究,胡静[1],中国法学,2024,民商法学,80.1,5.83,E1,False,,10.72,4.5,6.22,16.5,11.9,5,6,,0,0,0,,,,,,0,,,,71,11.92,mean(4),74,2.71,mean(4),79.25,5.62,mean(4),87.75,3.1,mean(4),86.25,1.26,mean(4),67,2.45,mean(4)
