编号,期刊,年份,题目,作者,作者机构,研究创新性,现状洞察度,理论建构力,逻辑连贯性,学术共识度,前瞻延展性,研究创新性_std,现状洞察度_std,理论建构力_std,逻辑连贯性_std,学术共识度_std,前瞻延展性_std,总分,平均标准差
625,中国法学,2018,精神文明的宪法叙事：规范内涵与宪制结构,秦小建,华中科技大学法学院,85,81,79.2,83.8,80.5,79.5,2.4,2.0,7.2,4.3,3.0,4.2,81.5,3.85
626,中国法学,2018,系列杀人犯罪侦查分析模型的创建与检验,曾赟,广州大学法学院,36.2,13.8,84.5,80.2,72.8,41.2,2.5,8.5,3.3,3.3,7.0,14.4,54.79,6.5
627,中国法学,2019,系统论宪法学新思维的七个命题,陆宇峰[1],[1]华东政法大学科学研究院,74.8,85,68.5,88.8,87,81,20.4,2.4,15.7,1.0,1.4,1.2,80.83,7.02
628,中国法学,2024,系统论法学视角下现代司法裁判中规范与事实的区分,泮伟江[1],[1]北京航空航天大学法学院,71.2,84.2,76.5,80.8,87.2,53.8,14.9,3.3,5.2,7.4,3.8,9.6,75.62,7.37
629,中国法学,2020,索债型非法拘禁罪扩张适用下对绑架罪的再认识,徐光华[1],[1]江西财经大学法学院,72.2,71.8,54.2,88,80,77.8,21.5,5.3,10.8,6.7,4.4,2.1,74,8.47
630,中国法学,2021,紧急状态下的法治与社会正义,郑玉双[1],[1]中国政法大学法理学研究所,67.8,82,81.2,86.5,84,77,9.5,4.2,7.0,1.7,1.4,2.4,79.75,4.37
631,中国法学,2016,累犯从严量刑适用实证研究,劳佳琦,北京师范大学刑事法律科学研究院,65.5,80,86.5,91,83.5,77.5,27.2,4.4,1.7,4.2,1.7,3.3,80.67,7.08
632,中国法学,2024,纪检监察学“三大体系”论纲,刘练军[1],[1]东南大学法学院暨东南大学党内法规研究中心,28.8,35.5,32.8,71.5,66.5,68.8,4.8,18.7,12.4,1.0,10.0,7.5,50.62,9.07
633,中国法学,2019,纳税便利原则研究,单飞跃[1],[1]上海财经大学法学院,35.8,73.5,65,78.8,81.5,61.8,15.0,13.4,12.9,3.0,3.4,2.4,66.04,8.35
634,中国法学,2019,组织法的诉讼构造:公司决议纠纷诉讼规则重构,丁勇[1],[1]华东政法大学,82.8,88.5,89.2,87.2,85,73.2,3.6,1.0,3.0,2.2,2.4,4.3,84.33,2.75
635,中国法学,2019,组织法视阈中的公司决议及其法律适用,周淳[1],[1]浙江大学光华法学院,79.2,82.2,81,85.8,86.8,80.8,6.8,3.9,6.2,2.9,1.5,3.4,82.62,4.12
636,中国法学,2016,经理雇佣合同与委任合同之分辨,王天玉,清华大学法学院,75,85.8,83.2,86.5,83.5,71,7.3,1.5,10.4,2.4,1.7,4.2,80.83,4.58
637,中国法学,2015,经营者集中法律界定模式研究,叶军[1],[1]商务部反垄断局,52.2,65,79.8,84.5,72.5,80.8,14.8,11.0,5.6,3.0,5.6,3.0,72.46,7.17
638,中国法学,2017,绿色“一带一路”环境法规制研究,"孙佑海[1,2]",[1]天津大学法学院;[2]天津大学中国绿色发展研究院,32.5,40,48.2,66.8,52.5,61,2.9,7.1,2.9,4.3,7.5,8.0,50.17,5.45
639,中国法学,2019,绿色原则与法经济学,贺剑[1],[1]北京大学法学院,76.2,72.2,70.2,90.8,87.2,83.8,14.4,21.8,27.2,1.5,1.5,2.5,80.08,11.48
640,中国法学,2016,绿色发展中的环境法实施问题：基于PX事件的微观分析,陈海嵩,中南大学法学院,72.2,81,65.8,85,77.5,73,8.3,6.2,14.2,0.0,4.1,3.5,75.75,6.05
641,中国法学,2021,编纂实施民法典是习近平法治思想的生动实践,"王轶[1,2]",[1]中国人民大学民商事法律科学研究中心;[2]中国人民大学习近平法治思想研究中心学术委员会,30,17.5,32.5,47.5,39.5,18.2,0.0,8.7,2.9,2.9,4.2,4.7,30.88,3.9
642,中国法学,2017,网络借贷平台法律监管研究,冯辉,对外经济贸易大学法学院,63,51.5,65,84.8,75.2,75.8,15.9,20.7,20.0,4.7,3.8,4.3,69.21,11.57
643,中国法学,2023,网络平台治理立法的反思与完善,张新平[1],[1]中南大学法学院,35.8,72.5,53.8,79,81.2,64.2,10.3,8.8,6.2,10.5,6.4,1.0,64.42,7.2
644,中国法学,2023,网络时代的刑法立法体系及其建构,李晓明[1],[1]苏州大学王健法学院,53,82.8,73.5,85.2,82.2,79.5,18.2,2.2,8.7,5.7,2.1,4.2,76.04,6.85
645,中国法学,2019,网络犯罪的刑法解释空间向度研究,刘艳红[1],[1]东南大学法学院,74,67.5,70.2,74.8,76.8,68.2,11.5,15.2,9.5,9.3,6.7,15.6,71.92,11.3
646,中国法学,2020,网络社会司法治理的实践探索与前景展望,李占国[1],[1]浙江省高级人民法院,36.8,52.2,59.2,81.8,73.5,75.5,5.4,8.4,5.1,8.2,5.3,3.3,63.17,5.95
647,中国法学,2018,网络社会法律治理与技术治理的二元共治,郑智航,山东大学法学院,47.5,71.8,60.8,76.5,70.2,71.2,15.1,6.9,21.5,1.7,17.0,5.4,66.33,11.27
648,中国法学,2016,网络空间中犯罪帮助行为的制裁体系与完善思路,"于志刚[1,2]",[1]中国政法大学;[2]中国政法大学网络法研究中心,57.8,72.8,81,85,81,81.8,15.1,2.2,6.2,3.6,2.0,6.5,76.54,5.93
649,中国法学,2022,网络空间适用禁止使用武力原则的法律路径,张华[1],[1]南京大学法学院,67.5,84.5,72.5,84.8,84.2,83,17.3,2.5,5.6,4.7,1.5,2.4,79.42,5.67
650,中国法学,2015,网络诽谤的争议问题探究,张明楷[1],[1]清华大学法学院,69,76.8,55.5,88.5,84.2,67.2,15.7,8.1,19.6,4.0,1.5,7.0,73.54,9.32
651,中国法学,2021,网络谣言的刑法治理:从宪法的视角,"姜涛[1,2,3]",[1]南京师范大学法学院;[2]中国法治现代化研究院;[3]高校区域法治协调创新中心,76.5,83.2,66.8,81.2,89,79,7.0,5.4,21.5,3.8,1.2,4.8,79.29,7.28
652,中国法学,2017,署名权主体规则的困惑及思考,张玲,南开大学法学院,61.2,83.5,78.5,82.5,79.5,65.8,20.6,2.4,5.7,3.3,4.2,14.8,75.17,8.5
653,中国法学,2017,聂树斌案再审：由来、问题与意义,胡云腾,最高人民法院,59.5,34.2,60.8,80.2,82.5,55,17.3,17.6,31.3,3.5,13.7,8.2,62.04,15.27
654,中国法学,2016,职务发明奖酬管制的理论困境与现实出路,蒋舸,清华大学法学院,85,76.2,82.2,89,87.8,79.2,2.4,3.5,7.0,4.2,2.1,3.4,83.25,3.77
655,中国法学,2022,职场智能监控下的劳动者个人信息保护——以目的原则为中心,田野[1],[1]天津大学法学院,74.8,83.8,81.8,89.5,84.8,70.8,7.8,4.8,6.9,5.4,2.5,7.2,80.88,5.77
656,中国法学,2015,股东优先购买权“穿透效力”的适用与限制,郑彧[1],[1]华东政法大学,62.8,67.2,67.5,78.8,87.2,55,22.7,25.1,4.1,3.0,1.5,10.8,69.75,11.2
657,中国法学,2017,股东会与董事会分权制度研究,许可,中国人民大学法学院,79.8,88.5,86.8,84.8,87.8,78.2,7.4,2.4,8.1,4.7,3.4,5.3,84.29,5.22
658,中国法学,2023,股东协议暗箱治理的公司法回应,"汪青松[1,2]",[1]西南政法大学市场交易法律制度研究基地;[2]西南政法大学民商法学院,70.8,82.5,69.8,82.2,83.8,79,24.2,5.0,11.0,6.4,8.1,2.6,78,9.55
659,中国法学,2018,股权让与担保纠纷裁判逻辑的实证研究,蔡立东[1],[1]吉林大学法学院,72,78.5,66.5,85.2,82,65,11.7,4.5,21.6,5.3,3.3,5.7,74.88,8.68
660,中国法学,2017,股权转让合同解除权的司法判断与法理研究,万方,北京外国语大学法学院,59.5,75.8,59.2,79.2,72.2,67.2,18.7,13.0,23.2,3.4,15.3,5.9,68.88,13.25
661,中国法学,2021,股权转让行为的属性及其规范,钱玉林,华东政法大学经济法学院,80,80,64.2,89.2,89,79,5.8,13.5,25.3,3.0,2.0,2.9,80.25,8.75
662,中国法学,2025,脑机接口技术发展中的人格权益保护,张红[1],[1]武汉大学法学院,63,78.5,75,84.5,85.2,80,23.5,3.3,8.5,4.4,2.5,4.1,77.71,7.72
663,中国法学,2021,自然资源之上权利的层次性,单平基[1],[1]东南大学法学院,78.2,84,75.2,88,85.5,60,8.3,4.9,8.2,0.0,0.6,6.3,78.5,4.72
664,中国法学,2016,自然资源国家所有的制度性保障功能,刘练军,杭州师范大学法学院,78.8,68.8,78.2,85.2,81.5,63.5,3.8,6.5,5.3,0.5,2.5,2.6,76,3.53
665,中国法学,2016,舆论场内的司法自洽性研究：以李昌奎案的模拟实验分析为介质,"李奋飞[1,2]",[1]中国人民大学法学院;[2]中国人民大学刑事法律科学研究中心,64.8,53.8,71.2,83.2,79.2,52.5,10.4,16.0,6.4,5.7,3.4,5.0,67.46,7.82
666,中国法学,2018,董事会对短期主义行为的治理,侯东德[1],[1]西南政法大学民商法学院,57.2,74.8,45.8,64.5,70.2,58.8,15.7,4.9,1.5,7.0,6.1,7.5,61.88,7.12
667,中国法学,2023,虚开增值税专用发票罪的理论误区与治理重塑,"田宏杰[1,2]",[1]中国人民大学法学院;[2]刑事法律科学研究中心,86.2,82,90.2,86.5,71.5,80.2,2.5,13.4,5.7,1.7,31.0,3.3,82.79,9.6
668,中国法学,2017,虚拟财产的刑法属性及其保护路径,陈兴良,北京大学法学院,71.2,92,61.8,81,80,53.8,23.0,5.4,12.6,7.4,10.3,6.3,73.29,10.83
669,中国法学,2022,行为市场失灵及其法律应对,应飞虎[1],[1]广州大学法学院,65.8,81.8,76.5,86.5,86.8,72.5,16.5,6.2,6.4,1.7,2.4,6.6,78.29,6.63
670,中国法学,2016,行刑衔接中的行政执法边界研究,练育强,华东政法大学,78,77.5,76.8,75,75,68.2,5.7,2.9,9.1,7.3,7.3,15.6,75.08,7.98
671,中国法学,2019,行政举报案件中原告资格认定的构造,伏创宇[1],[1]中国社会科学院大学政法学院,81.2,79.8,84.8,84.5,86.8,75.2,7.5,8.6,3.8,1.7,2.4,2.5,82.04,4.42
672,中国法学,2015,行政决策终身责任追究制的法律难题及其解决,韩春晖,国家行政学院,70.5,74.8,77.2,80,75,67.5,8.2,3.8,8.3,5.4,9.6,5.0,74.17,6.72
673,中国法学,2019,行政判决中比例原则的适用,刘权[1],[1]中央财经大学法学院,57.2,56.2,60.7,85.5,78.2,75,21.0,20.6,5.1,7.0,2.4,5.3,69.17,10.23
674,中国法学,2023,行政协议与单方行为的界分,刘飞[1],[1]中国政法大学中欧法学院,78.8,83,76.5,85,86,76.2,6.5,3.2,5.7,2.4,2.7,3.5,80.92,4.0
675,中国法学,2022,行政协议变更、解除制度的整合与完善,陈天昊[1],[1]清华大学公共管理学院,80,82,77.5,92.5,88.5,78.8,7.7,3.5,11.7,2.4,1.0,3.0,83.21,4.88
676,中国法学,2019,行政协议的识别与边界,陈天昊[1],[1]清华大学公共管理学院,84.2,76,80.8,89.8,85.2,76.5,1.5,5.9,3.4,5.6,5.7,1.7,82.08,3.97
677,中国法学,2019,行政契约履行争议适用《行政诉讼法》第97条之探讨,于立深[1],[1]东南大学法学院,82.2,62.8,73.2,81.8,87,71.5,6.8,28.7,10.2,2.6,5.0,4.0,76.42,9.55
678,中国法学,2017,行政审批（许可）权力清单建构中的法律问题,王克稳,苏州大学王健法学院,58,45,51.2,79.2,68.5,81.2,11.2,18.5,11.1,6.8,6.0,4.3,63.88,9.65
679,中国法学,2022,行政机关间的事务委托和职权委托,叶必丰[1],[1]上海交通大学法学院,78.2,63,84.8,89,85.2,76.8,13.5,25.5,3.8,4.8,5.3,3.9,79.5,9.47
680,中国法学,2024,行政权利论,何海波[1],[1]清华大学法学院,52,69.2,76,90.5,84.5,84,19.3,6.8,6.2,3.7,3.0,5.0,76.04,7.33
681,中国法学,2015,行政检察：解决行政争议的第三条道路,"解志勇[1,2]",[1]中国政法大学;[2]法治政府协同创新中心,33.8,59.2,64,78.2,64.2,74.8,4.8,24.9,5.4,5.7,11.3,5.3,62.38,9.57
682,中国法学,2023,行政法上权利观念的对立及其消解,黄宇骁[1],[1]上海交通大学凯原法学院,81.5,85.8,86,88.5,86,77,11.1,1.7,1.4,1.0,2.8,2.4,84.12,3.4
683,中国法学,2016,行政法上的不确定法律概念,王天华,中国政法大学,89.5,87.8,73.5,90,86.2,79.5,1.9,2.1,21.0,2.3,1.3,4.2,84.42,5.47
684,中国法学,2023,行政法典编纂视角下明清会典的编纂理念、立法模式及启示,罗冠男[1],[1]中国政法大学法律史学研究院,36.2,75.5,41.2,82.8,74,68.2,11.1,3.3,10.3,7.4,8.2,2.9,63,7.2
685,中国法学,2021,行政活动法律保留的结构变迁,王贵松,中国人民大学法学院,80,86.5,70.5,83.2,86.8,75.5,6.3,1.7,7.5,1.5,1.5,4.9,80.42,3.9
686,中国法学,2024,行政犯“行刑衔接”困境破解：从分离式到联动式,谢小剑[1],[1]江西财经大学法学院,72.5,75.2,69.5,84.8,86,76.8,9.0,15.7,10.8,2.5,1.4,4.3,77.46,7.28
687,中国法学,2020,行政罚款设定方式研究,张红[1],[1]北京师范大学法学院,75.2,74,82,80,77,69.5,8.5,6.2,5.0,4.4,12.8,4.2,76.29,6.85
688,中国法学,2016,行政行为违法性继承的中国图景,成协中,北京市社会科学院法学所,80.8,81.2,53.8,80.8,79,78.8,3.4,4.6,20.1,3.4,2.0,3.0,75.71,6.08
689,中国法学,2021,行政许可承诺制:程序再造与规制创新,卢超[1],[1]中国社会科学院法学研究所,70.8,84,51,85,87.8,82.8,11.4,2.7,8.7,2.4,2.1,1.5,76.88,4.8
690,中国法学,2022,行政许可条件设定模式及其反思,林华[1],[1]中国政法大学法治政府研究院,77,73,79.8,86,87,80.2,11.8,4.2,5.6,1.4,2.4,4.0,80.5,4.9
691,中国法学,2025,行政许可要件契约化的限定及其制度构造,章剑生[1],[1]浙江大学光华法学院,68.2,77.8,81.2,81.8,84.5,66.5,21.7,3.1,4.6,2.9,1.7,1.7,76.67,5.95
692,中国法学,2019,行政诉讼原告资格中“利害关系”的判断结构,章剑生[1],[1]浙江大学光华法学院,71.8,86.5,78.2,87,87.8,77.2,20.0,3.4,2.9,3.9,2.1,1.5,81.42,5.63
693,中国法学,2022,行政诉讼司法建议的功能扩张及省思,王云霞[1],[1]浙江工商大学法学院,69.8,78.2,47.5,82,83.5,77,9.3,6.9,19.9,3.6,3.7,2.4,73,7.63
694,中国法学,2024,行政诉讼的诉审判一致性,王贵松[1],[1]中国人民大学法学院,67.8,84.5,67.5,89.5,86.8,61.2,19.9,1.7,17.8,3.3,3.5,4.8,76.21,8.5
695,中国法学,2019,行政赔偿案件中原被告举证责任辨析,罗智敏[1],[1]中国政法大学法学院,75,73.8,62.2,78.8,85,69.3,9.6,13.1,28.5,3.0,0.0,4.0,73.73,9.7
696,中国法学,2023,行政违法性认识错误的性质与处理规则,马春晓[1],[1]南京大学法学院,73.3,88.3,85.2,89.3,86.2,76.7,12.6,0.6,0.5,0.6,3.1,6.1,83.45,3.92
697,中国法学,2018,行政违法行为被犯罪化处理的程序控制,张泽涛,广州大学法学院,70.3,77.2,73.2,73,81,58.3,13.9,11.5,13.6,4.1,1.0,5.8,72.52,8.32
698,中国法学,2017,行政长官制是单一制下新的澳门特别行政区地方政权形式,肖蔚云,,31.7,20,27.5,52.5,55.2,21.2,2.9,23.5,11.9,9.6,5.3,4.8,34.83,9.67
699,中国法学,2015,行贿犯罪执法困局及其对策,李少平[1],[1]最高人民法院,52,61.5,58,77.2,81.5,68,14.3,16.7,18.6,6.4,4.5,6.8,66.38,11.22
700,中国法学,2021,规范多元的法治协同:基于构成性视角的观察,彭小龙[1],[1]中国人民大学法学院,73,84.2,80,85.5,80.8,73.2,13.1,4.5,5.4,2.6,7.2,12.2,79.46,7.5
701,中国法学,2022,规范视野下的地方性事务,郑毅[1],[1]中央民族大学法学院,61.2,79.2,76.8,86.8,87,83.8,22.7,6.9,10.2,3.5,3.4,2.5,79.12,8.2
702,中国法学,2017,认罪认罚从宽制度疑难问题研究,王敏远,中国社会科学院法学研究所,67.2,80,45,68,80.8,72.5,12.1,7.7,0.0,12.1,6.8,6.5,68.92,7.53
703,中国法学,2019,认罪认罚从宽制度的基本内涵,孙长永[1],[1]西南政法大学诉讼法与司法改革研究中心,63.8,84,70.2,87.8,85.8,55,19.5,1.4,19.4,4.9,5.9,17.8,74.42,11.48
704,中国法学,2017,认罪认罚从宽制度的若干争议问题,陈瑞华,北京大学法学院,67.5,67.2,49.5,85.2,78.5,86,20.4,4.6,4.2,5.3,8.6,1.7,71.74,7.47
705,中国法学,2017,认罪认罚从宽制度的若干实体法问题,黄京平,中国人民大学法学院,59.5,56.2,57.8,74.5,80.8,67,20.8,21.7,13.0,3.3,8.5,7.3,65.96,12.43
706,中国法学,2016,认罪认罚从宽制度研究,陈卫东,中国人民大学法学院,42.5,54.2,52,81,68.5,67.5,6.5,12.7,15.9,6.2,15.7,5.0,60.96,10.33
707,中国法学,2023,认罪认罚从宽制度视野下的“以审判为中心”,汪海燕[1],[1]中国政法大学,82.8,78,48,88.2,85.5,69.2,5.1,0.0,3.6,2.9,3.3,3.0,75.29,2.98
708,中国法学,2020,认罪认罚从宽制度适用中的职权性逻辑和协商性逻辑,杜磊[1],[1]中国人民大学刑事法律科学研究中心,71.2,77,78.5,86.5,72.7,77.7,14.5,5.6,4.5,1.7,13.7,2.5,77.45,7.08
709,中国法学,2024,认罪认罚从宽适用常态化之实效检验,吴雨豪[1],[1]北京大学法学院,80,71.8,70.5,87.2,82,78.3,7.7,6.9,1.9,1.5,4.0,3.5,78.14,4.25
710,中国法学,2016,论1954年宪法上的审判独立原则,韩大元,中国人民大学法学院,70,60.5,32.5,71.8,72.3,41.7,10.0,9.9,6.5,4.7,15.0,23.6,58.23,11.62
711,中国法学,2019,论“唯庭审主义”之辩护模式,"李奋飞[1,2]",[1]中国人民大学法学院;[2]中国人民大学刑事法律科学研究中心,57.2,78.3,63.3,80.7,83,81,13.4,2.9,7.6,3.1,1.7,3.6,73.05,5.38
712,中国法学,2023,论“正常经营买受人”的善意要求,郑永宽[1],[1]厦门大学法学院,70.7,86.3,69,87,76.3,74.3,31.1,2.3,21.3,1.7,27.1,6.0,77.28,14.92
713,中国法学,2025,论“量化评价类”规制工具,"王瑞雪[1,2]",[1]南开大学法学院;[2]南开大学人权研究中心,59.8,61.2,67.5,90.2,86.2,71,26.6,18.0,9.9,3.5,2.1,1.2,72.67,10.22
714,中国法学,2021,论《民法典》的功能主义释意模式,许中缘[1],[1]中南大学法学院,44.2,64.8,58.2,83,78.2,53.5,16.7,26.7,12.5,2.6,2.9,12.8,63.67,12.37
715,中国法学,2021,论《民法典》的溯及力,熊丙万[1],[1]不详,74.8,84.2,87.5,87.2,89.2,83,3.9,1.7,4.1,1.9,1.0,2.4,84.33,2.5
716,中国法学,2016,论一体建设法治社会,"张鸣起[1,2]",[1]全国人大法律委员会;[2]中国法学会,28.8,28.8,33.8,51.8,60.5,36.2,2.5,20.6,2.5,24.5,7.1,7.5,39.96,10.78
717,中国法学,2024,论个人数据经济利益的归属与法律保护,程啸[1],[1]清华大学法学院,73.2,86.8,55.8,86.5,88,67.5,12.2,1.9,17.6,1.7,1.6,6.5,76.29,6.92
718,中国法学,2025,论中国刑法上的“二阶刑事违法”,杜宇[1],[1]复旦大学法学院,80,85.8,85.2,88,87.2,71.8,7.1,5.9,2.5,0.0,2.2,5.3,83,3.83
719,中国法学,2019,论中国古代的“六事法体系”,"朱勇[1,2]",[1]中国政法大学;[2]中国政法大学'司法文明协同创新中心',33.8,33.8,61,71,77.8,38.2,2.5,2.5,17.6,10.7,2.1,17.6,52.58,8.83
720,中国法学,2018,论中国古代的德法共治,张晋藩,中国政法大学,30,45,30,64.2,51.2,33.2,0.0,7.1,5.8,7.2,13.1,3.9,42.29,6.18
721,中国法学,2022,论中国古代的民本思想,张晋藩[1],[1]中国政法大学,31.2,38.8,43.8,67.8,66,47.5,2.5,6.3,3.5,7.8,15.3,9.6,49.17,7.5
722,中国法学,2022,论中国式法治现代化新道路,张文显[1],[1]吉林大学,28.8,6.2,43,70,38.8,62,2.5,12.5,4.8,12.1,4.8,5.7,41.46,7.07
723,中国法学,2024,论中国法理学史学科的创立,喻中[1],[1]中国政法大学习近平法治思想研究院,34.2,56.2,51.2,81,81.8,74.8,4.3,25.0,16.5,6.6,4.7,2.4,63.21,9.92
724,中国法学,2020,论中国特色国际税收法治体系之建构,崔晓静[1],[1]武汉大学法学院国际法研究所,37,50.8,48.2,83.2,70.8,71.5,6.3,8.7,20.7,7.6,15.4,11.1,60.25,11.63
725,中国法学,2025,论中国财税法学自主知识体系的建构,刘剑文[1],[1]辽宁大学法学院,35,60.8,49.8,81.2,79,64.5,4.1,24.5,3.3,6.4,7.4,3.3,61.71,8.17
726,中国法学,2017,论中立帮助行为的处罚边界,陈洪兵,南京师范大学法学院,74.2,79.8,64.2,72.8,86.2,63.5,13.0,3.3,10.9,10.0,3.5,5.3,73.46,7.67
727,中国法学,2024,论习近平法治思想的公正司法观,童建明[1],[1]最高人民检察院,22.5,0,34.5,63,36.8,21.2,8.7,0.0,11.0,6.2,5.4,10.3,29.67,6.93
728,中国法学,2022,论习近平法治思想的制度逻辑,李林[1],[1]中国社会科学院法学研究所,28.8,35,43.8,52.5,37.5,23.8,2.5,23.9,4.8,6.5,8.7,16.5,36.88,10.48
729,中国法学,2021,论习近平法治思想的时代精神,汪习根,华中科技大学法学院,30,3.3,10,57.7,40,28,0.0,5.8,10.0,17.8,4.1,12.6,28.75,8.38
730,中国法学,2022,论习近平法治思想的法理学创新,邱水平[1],[1]北京大学,35,54.5,43.2,77.2,35,44.2,7.1,20.1,3.9,4.6,14.7,8.3,48.21,9.78
731,中国法学,2015,论互联网法,周汉华[1],[1]中国社会科学院法学研究所,33.3,68.3,43.3,85.7,81,72.3,5.8,11.9,22.5,2.1,13.9,0.6,64,9.47
732,中国法学,2024,论人工智能生成内容的著作权法平等保护,"徐小奔[1,2]",[1]中南财经政法大学知识产权研究中心;[2]中南财经政法大学法学院,69,64,77.3,92,87,70.3,34.0,25.4,8.3,0.0,1.7,4.0,76.61,12.23
733,中国法学,2024,论人工智能立法的基本路径,林洹民[1],[1]中央财经大学法学院,80,78.2,77.8,85,84.5,79.8,7.7,2.9,5.1,0.8,1.0,3.5,80.88,3.5
734,中国法学,2025,论人机协同审判的信任构建,衣俊霖[1],[1]上海交通大学凯原法学院,70.2,84.8,69.2,85.2,85.2,82.5,11.6,0.5,5.1,0.5,0.5,3.3,79.54,3.58
735,中国法学,2019,论人格权请求权与侵权损害赔偿请求权的分离,"王利明[1,2]",[1]中国人民大学;[2]中国人民大学民商事法律科学研究中心,78.5,76.5,71.8,89.5,83.5,68.8,6.4,3.4,10.1,3.0,10.4,9.5,78.08,7.13
736,中国法学,2023,论企业合规程序出罪,刘少军[1],[1]安徽大学法学院,66.2,73,63,73.5,76.5,78.2,14.6,3.5,16.7,5.8,7.0,2.4,71.75,8.33
737,中国法学,2015,论企业名称的竞争法保护——最高人民法院第29号指导案例研究,李友根[1],[1]南京大学法学院,76.2,74,65,83.8,85,66.8,8.1,7.8,7.3,3.5,2.4,5.5,75.12,5.77
