编号,期刊,年份,卷,期,题目,作者,作者机构,页数,原分类,专家分类,分类情形
681,中国法学,2015,0,1,行政检察：解决行政争议的第三条道路,"解志勇[1,2]",[1]中国政法大学;[2]法治政府协同创新中心,19,诉讼法学,,
682,中国法学,2023,000,3,行政法上权利观念的对立及其消解,黄宇骁[1],[1]上海交通大学凯原法学院,20,宪法学与行政法学,,
683,中国法学,2016,,3,行政法上的不确定法律概念,王天华,中国政法大学,21,宪法学与行政法学,,
684,中国法学,2023,000,3,行政法典编纂视角下明清会典的编纂理念、立法模式及启示,罗冠男[1],[1]中国政法大学法律史学研究院,17,宪法学与行政法学,,
685,中国法学,2021,0,1,行政活动法律保留的结构变迁,王贵松,中国人民大学法学院,21,法学理论,,
686,中国法学,2024,000,2,行政犯“行刑衔接”困境破解：从分离式到联动式,谢小剑[1],[1]江西财经大学法学院,18,刑法学,,
687,中国法学,2020,,5,行政罚款设定方式研究,张红[1],[1]北京师范大学法学院,22,宪法学与行政法学,,
688,中国法学,2016,,3,行政行为违法性继承的中国图景,成协中,北京市社会科学院法学所,19,民商法学,,
689,中国法学,2021,0,6,行政许可承诺制:程序再造与规制创新,卢超[1],[1]中国社会科学院法学研究所,19,宪法学与行政法学,,
690,中国法学,2022,000,4,行政许可条件设定模式及其反思,林华[1],[1]中国政法大学法治政府研究院,21,宪法学与行政法学,,
691,中国法学,2025,000,1,行政许可要件契约化的限定及其制度构造,章剑生[1],[1]浙江大学光华法学院,18,宪法学与行政法学,,
692,中国法学,2019,,4,行政诉讼原告资格中“利害关系”的判断结构,章剑生[1],[1]浙江大学光华法学院,21,宪法学与行政法学,,
693,中国法学,2022,000,4,行政诉讼司法建议的功能扩张及省思,王云霞[1],[1]浙江工商大学法学院,17,宪法学与行政法学,,
694,中国法学,2024,000,2,行政诉讼的诉审判一致性,王贵松[1],[1]中国人民大学法学院,18,宪法学与行政法学,,
695,中国法学,2019,,6,行政赔偿案件中原被告举证责任辨析,罗智敏[1],[1]中国政法大学法学院,21,诉讼法学,,
696,中国法学,2023,000,6,行政违法性认识错误的性质与处理规则,马春晓[1],[1]南京大学法学院,20,刑法学,刑法学,
697,中国法学,2018,,5,行政违法行为被犯罪化处理的程序控制,张泽涛,广州大学法学院,18,刑法学,,
698,中国法学,2017,0,4,行政长官制是单一制下新的澳门特别行政区地方政权形式,肖蔚云,,20,宪法学与行政法学,,
699,中国法学,2015,0,1,行贿犯罪执法困局及其对策,李少平[1],[1]最高人民法院,20,刑法学,,
700,中国法学,2021,,5,规范多元的法治协同:基于构成性视角的观察,彭小龙[1],[1]中国人民大学法学院,21,宪法学与行政法学,,
701,中国法学,2022,000,5,规范视野下的地方性事务,郑毅[1],[1]中央民族大学法学院,20,宪法学与行政法学,,
702,中国法学,2017,,1,认罪认罚从宽制度疑难问题研究,王敏远,中国社会科学院法学研究所,18,刑法学,,
703,中国法学,2019,,3,认罪认罚从宽制度的基本内涵,孙长永[1],[1]西南政法大学诉讼法与司法改革研究中心,19,刑法学,,
704,中国法学,2017,,1,认罪认罚从宽制度的若干争议问题,陈瑞华,北京大学法学院,18,刑法学,,
705,中国法学,2017,,5,认罪认罚从宽制度的若干实体法问题,黄京平,中国人民大学法学院,23,刑法学,,
706,中国法学,2016,,2,认罪认罚从宽制度研究,陈卫东,中国人民大学法学院,17,刑法学,,
707,中国法学,2023,000,6,认罪认罚从宽制度视野下的“以审判为中心”,汪海燕[1],[1]中国政法大学,19,刑法学,,
708,中国法学,2020,,4,认罪认罚从宽制度适用中的职权性逻辑和协商性逻辑,杜磊[1],[1]中国人民大学刑事法律科学研究中心,18,刑法学,,
709,中国法学,2024,000,3,认罪认罚从宽适用常态化之实效检验,吴雨豪[1],[1]北京大学法学院,21,刑法学,,
710,中国法学,2016,,5,论1954年宪法上的审判独立原则,韩大元,中国人民大学法学院,20,宪法学与行政法学,,
711,中国法学,2019,,1,论“唯庭审主义”之辩护模式,"李奋飞[1,2]",[1]中国人民大学法学院;[2]中国人民大学刑事法律科学研究中心,19,诉讼法学,,
712,中国法学,2023,000,4,论“正常经营买受人”的善意要求,郑永宽[1],[1]厦门大学法学院,17,民商法学,,
713,中国法学,2025,000,2,论“量化评价类”规制工具,"王瑞雪[1,2]",[1]南开大学法学院;[2]南开大学人权研究中心,17,民商法学,,
714,中国法学,2021,0,6,论《民法典》的功能主义释意模式,许中缘[1],[1]中南大学法学院,18,民商法学,,
715,中国法学,2021,,2,论《民法典》的溯及力,熊丙万[1],[1]不详,22,民商法学,,
716,中国法学,2016,,4,论一体建设法治社会,"张鸣起[1,2]",[1]全国人大法律委员会;[2]中国法学会,19,宪法学与行政法学,,
717,中国法学,2024,000,3,论个人数据经济利益的归属与法律保护,程啸[1],[1]清华大学法学院,20,民商法学,,
718,中国法学,2025,000,2,论中国刑法上的“二阶刑事违法”,杜宇[1],[1]复旦大学法学院,21,刑法学,,
719,中国法学,2019,,1,论中国古代的“六事法体系”,"朱勇[1,2]",[1]中国政法大学;[2]中国政法大学'司法文明协同创新中心',21,法律史,,
720,中国法学,2018,,2,论中国古代的德法共治,张晋藩,中国政法大学,19,法学理论,,
721,中国法学,2022,000,5,论中国古代的民本思想,张晋藩[1],[1]中国政法大学,21,法律史,,
722,中国法学,2022,0,1,论中国式法治现代化新道路,张文显[1],[1]吉林大学,27,法学理论,,
723,中国法学,2024,000,2,论中国法理学史学科的创立,喻中[1],[1]中国政法大学习近平法治思想研究院,20,法律史,,
724,中国法学,2020,,5,论中国特色国际税收法治体系之建构,崔晓静[1],[1]武汉大学法学院国际法研究所,21,法学理论,,
725,中国法学,2025,000,1,论中国财税法学自主知识体系的建构,刘剑文[1],[1]辽宁大学法学院,20,经济法学,,
726,中国法学,2017,,1,论中立帮助行为的处罚边界,陈洪兵,南京师范大学法学院,20,刑法学,,
727,中国法学,2024,000,2,论习近平法治思想的公正司法观,童建明[1],[1]最高人民检察院,21,诉讼法学,,
728,中国法学,2022,000,4,论习近平法治思想的制度逻辑,李林[1],[1]中国社会科学院法学研究所,23,法学理论,,
729,中国法学,2021,0,1,论习近平法治思想的时代精神,汪习根,华中科技大学法学院,19,法学理论,,
730,中国法学,2022,000,3,论习近平法治思想的法理学创新,邱水平[1],[1]北京大学,19,法学理论,,
731,中国法学,2015,0,3,论互联网法,周汉华[1],[1]中国社会科学院法学研究所,18,法学理论,,
732,中国法学,2024,000,1,论人工智能生成内容的著作权法平等保护,"徐小奔[1,2]",[1]中南财经政法大学知识产权研究中心;[2]中南财经政法大学法学院,20,知识产权法学,,
733,中国法学,2024,000,5,论人工智能立法的基本路径,林洹民[1],[1]中央财经大学法学院,21,法学理论,,
734,中国法学,2025,000,2,论人机协同审判的信任构建,衣俊霖[1],[1]上海交通大学凯原法学院,20,诉讼法学,,
735,中国法学,2019,,1,论人格权请求权与侵权损害赔偿请求权的分离,"王利明[1,2]",[1]中国人民大学;[2]中国人民大学民商事法律科学研究中心,20,民商法学,,
736,中国法学,2023,000,5,论企业合规程序出罪,刘少军[1],[1]安徽大学法学院,21,刑法学,,
737,中国法学,2015,0,4,论企业名称的竞争法保护——最高人民法院第29号指导案例研究,李友根[1],[1]南京大学法学院,20,民商法学,,
738,中国法学,2024,000,6,论依规范目的认定合同无效：以《合同编通则解释》第16条为中心,"王利明[1,2]",[1]中国人民大学法学院;[2]中国人民大学民商事法律科学研究中心,21,民商法学,,
739,中国法学,2025,000,1,论保险告知义务规则与近因原则的衔接,王金玉[1],[1]辽宁大学法学院,20,刑法学,,
740,中国法学,2018,,3,论全球治理体系中的国内法院,霍政欣,中国政法大学,19,民商法学,,
741,中国法学,2023,000,2,论全面依法治国的战略地位和作用,"熊选国[1,2]",[1]中央全面依法治国委员会办公室;[2]司法部,20,法学理论,,
742,中国法学,2017,,3,论公共企业的法律属性,胡改蓉,华东政法大学经济法学院,22,民商法学,,
743,中国法学,2021,,2,论公共法律服务与诉讼服务体系的制度协同,杨凯[1],[1]华东政法大学公共法律服务研究院,21,法学理论,,
744,中国法学,2022,0,1,论公司机关决策权力的配置,潘林[1],[1]山东大学法学院,18,民商法学,,
745,中国法学,2025,000,1,论公司法的宪法基础,陈嘉白[1],[1]清华大学法学院,20,宪法学与行政法学,,
746,中国法学,2022,000,3,论公开的个人信息处理的法律规制,程啸[1],[1]清华大学法学院,20,民商法学,,
747,中国法学,2021,0,6,论具体权利概念的结构,张恒山[1],[1]天津大学法学院,21,民商法学,,
748,中国法学,2015,0,1,论冒名处分不动产的私法效果,冉克平[1],[1]华中科技大学法学院,18,民商法学,,
749,中国法学,2020,,2,论农民进城落户后集体土地“三权”退出,高海[1],[1]安徽财经大学法学院,18,环境与资源保护法学,,
750,中国法学,2021,,3,论农民集体与农村集体经济组织的关系,宋志红[1],[1]中央财经大学法学院,22,环境与资源保护法学,,
751,中国法学,2016,,2,论农民集体土地所有权的管理权能,韩松,西北政法大学民商法学院,22,环境与资源保护法学,,
752,中国法学,2021,0,6,论刑事司法对鉴定的迷信与制度防范,陈永生[1],[1]北京大学法学院,20,刑法学,,
753,中国法学,2025,000,1,论刑事案件不法原因给付财产的没收,吴光升[1],[1]温州大学法学院,20,刑法学,,
754,中国法学,2022,0,1,论刑事证据资格之多重性,林志毅[1],[1]华南理工大学法学院,18,诉讼法学,,
755,中国法学,2021,,3,论刑事诉讼法的法典化,陈卫东[1],[1]中国人民大学刑事法律科学研究中心,19,刑法学,,
756,中国法学,2018,,3,论刑法的网络空间效力,刘艳红,东南大学法学院,21,刑法学,,
757,中国法学,2020,,3,论反垄断法的重构:应对数字经济的挑战,"杨东[1,2]",[1]中国人民大学法学院未来法治研究院;[2]中国人民大学民商事法律科学研究中心,17,经济法学,,
758,中国法学,2015,0,1,论司法拍卖市场化改革及其完善,汤维建[1],[1]中国人民大学法学院,18,诉讼法学,,
759,中国法学,2015,0,4,论司法权和司法行政事务管理权的分离,徐汉明,,20,诉讼法学,,
760,中国法学,2016,,3,论司法认同：危机与重建,吴英姿,南京大学法学院,21,诉讼法学,,
761,中国法学,2018,,2,论司法责任制综合配套改革,张智辉,湖南大学,19,诉讼法学,,
762,中国法学,2015,0,4,论合同法和侵权法在固有利益保护上的分工与协作,王文胜,,20,民商法学,,
763,中国法学,2020,,3,论唐代无主物法律制度,顾元[1],[1]中国政法大学法律史学研究院,21,法律史,,
764,中国法学,2022,000,5,论商事习惯的法源位阶,李建伟[1],[1]中国政法大学民商经济法学院,20,民商法学,,
765,中国法学,2016,0,6,论国家所有权与行政权的关系,肖泽晟,南京大学法学院,15,民商法学,,
766,中国法学,2020,,2,论国家治理体系下的检察公益诉讼,刘艺[1],[1]中国政法大学法治政府研究院,19,诉讼法学,,
767,中国法学,2020,,1,论国际航空私法条约适用的强制性,董念清[1],[1]中国民航管理干部学院,18,国际法学,,
768,中国法学,2024,000,3,论国际裁判中的司法政策,朱利江[1],[1]中国政法大学国际法学院,18,国际法学,,
769,中国法学,2015,0,3,论土地承包权与土地承包经营权的分离,丁文[1],[1]华中师范大学法学院,20,环境与资源保护法学,,
770,中国法学,2017,0,4,论地方政府事权的法理基础与宪法结构,王建学,厦门大学法学院,19,宪法学与行政法学,,
771,中国法学,2024,000,4,论垄断行为的竞合,侯利阳[1],[1]上海交通大学凯原法学院,21,刑法学,,
772,中国法学,2022,000,2,论基本权利私人间效力的范式转型,李海平[1],[1]吉林大学法学院,19,宪法学与行政法学,,
773,中国法学,2019,,6,论基金托管人的治理功能与独立责任,洪艳蓉[1],[1]北京大学法学院,20,经济法学,,
774,中国法学,2021,,2,论宣告死亡及其撤销在婚姻上的效力,翟远见[1],[1]中国政法大学比较法学研究院,19,民商法学,,
775,中国法学,2017,,3,论宪法上的一般人格权及其对民法的影响,王锴,北京航空航天大学法学院,20,宪法学与行政法学,,
776,中国法学,2019,,1,论宪法与国际法的互动,王德志[1],[1]山东大学法学院,18,宪法学与行政法学,,
777,中国法学,2023,000,1,论平台经济反垄断与监管的二元分治,周汉华[1],[1]中国社会科学院法学研究所,19,经济法学,,
